"TEMA","SUBTEMA","VARIABLE","CLASE","Fuente","AÑO","Mes","Valor"
"Índice de Competitividad Turística Regional de Colombia-ICTRC","Criterio","Estrategia de mercado","índice 0-10","Asociación Hotelera y Tuística de Colombia- COTELCO, ICTRC","2019","","9.83"
"Índice de Competitividad Turística Regional de Colombia-ICTRC","Criterio","Infraestructura","índice 0-10","Asociación Hotelera y Tuística de Colombia- COTELCO, ICTRC","2019","","9.19"
"Índice de Competitividad Turística Regional de Colombia-ICTRC","Criterio","Económico","índice 0-10","Asociación Hotelera y Tuística de Colombia- COTELCO, ICTRC","2019","","7.6"
"Índice de Competitividad Turística Regional de Colombia-ICTRC","Criterio","Cultural","índice 0-10","Asociación Hotelera y Tuística de Colombia- COTELCO, ICTRC","2019","","7.78"
"Índice de Competitividad Turística Regional de Colombia-ICTRC","Criterio","Social","índice 0-10","Asociación Hotelera y Tuística de Colombia- COTELCO, ICTRC","2019","","6.19"
"Índice de Competitividad Turística Regional de Colombia-ICTRC","Criterio","Empresarial","índice 0-10","Asociación Hotelera y Tuística de Colombia- COTELCO, ICTRC","2019","","6.17"
"Índice de Competitividad Turística Regional de Colombia-ICTRC","Criterio","Ambiental","índice 0-10","Asociación Hotelera y Tuística de Colombia- COTELCO, ICTRC","2019","","6.22"
"Índice de Competitividad Turística Regional de Colombia-ICTRC","Criterio","Gestión de destino","índice 0-10","Asociación Hotelera y Tuística de Colombia- COTELCO, ICTRC","2019","","5.05"
"PIB","Participación % ","Porcentaje","Subsector: Alojamiento y servicio de comida/ PIB Bogotá","Departamento Administrativo Nacional de Estadística- DANE, Cuentas Nacionales","2019","","2.9%"
"PIB","Participación % ","Porcentaje","Sector: Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; Transporte y almacenamiento; Alojamiento y servicios de comida/ PIB Bogotá","Departamento Administrativo Nacional de Estadística- DANE, Cuentas Nacionales","2019","","19.6%"
"Informacion Destacada del turismo internacional","Mundo Entero","Llegadas de Turistas Internacionales","Millones de Personas","International Tourism Highlights (2012-2019)","2019","","1500"
"Informacion Destacada del turismo internacional","Europa","Llegadas de Turistas Internacionales","Millones de Personas","International Tourism Highlights (2012-2019)","2019","","742.3"
"Informacion Destacada del turismo internacional","Americas","Llegadas de Turistas Internacionales","Millones de Personas","International Tourism Highlights (2012-2019)","2019","","220.1"
"Informacion Destacada del turismo internacional","Asia y el Pacifico","Llegadas de Turistas Internacionales","Millones de Personas","International Tourism Highlights (2012-2019)","2019","","363.6"
"Informacion Destacada del turismo internacional","Africa","Llegadas de Turistas Internacionales","Millones de Personas","International Tourism Highlights (2012-2019)","2019","","71.2"
"Informacion Destacada del turismo internacional","Medio Oriente","Llegadas de Turistas Internacionales","Millones de Personas","International Tourism Highlights (2012-2019)","2019","","63.9"
"Big Data","Estados Unidos","Reservas aéreas","Total","Plataforma de Big Data para Destinos Inteligentes - Mabrian","2019","","404462"
"Big Data","México","Reservas aéreas","Total","Plataforma de Big Data para Destinos Inteligentes - Mabrian","2019","","251297"
"Big Data","España","Reservas aéreas","Total","Plataforma de Big Data para Destinos Inteligentes - Mabrian","2019","","152676"
"Big Data","Argentina","Reservas aéreas","Total","Plataforma de Big Data para Destinos Inteligentes - Mabrian","2019","","69232"
"Big Data","Brasil","Reservas aéreas","Total","Plataforma de Big Data para Destinos Inteligentes - Mabrian","2019","","79832"
"Big Data","Francia","Reservas aéreas","Total","Plataforma de Big Data para Destinos Inteligentes - Mabrian","2019","","36165"
"Big Data","Alemania","Reservas aéreas","Total","Plataforma de Big Data para Destinos Inteligentes - Mabrian","2019","","28212"
"Big Data","Reino Unido","Reservas aéreas","Total","Plataforma de Big Data para Destinos Inteligentes - Mabrian","2019","","23919"
"Big Data","Italia","Reservas aéreas","Total","Plataforma de Big Data para Destinos Inteligentes - Mabrian","2019","","21729"
"Big Data","Países Bajos","Reservas aéreas","Total","Plataforma de Big Data para Destinos Inteligentes - Mabrian","2019","","15207"
"Big Data","Estados Unidos","Capacidad aérea","Total asientos","Plataforma de Big Data para Destinos Inteligentes - Mabrian","2019","","1467523"
"Big Data","México","Capacidad aérea","Total asientos","Plataforma de Big Data para Destinos Inteligentes - Mabrian","2019","","728965"
"Big Data","España","Capacidad aérea","Total asientos","Plataforma de Big Data para Destinos Inteligentes - Mabrian","2019","","634783"
"Big Data","Brasil","Capacidad aérea","Total asientos","Plataforma de Big Data para Destinos Inteligentes - Mabrian","2019","","342734"
"Big Data","Argentina","Capacidad aérea","Total asientos","Plataforma de Big Data para Destinos Inteligentes - Mabrian","2019","","185010"
"Big Data","Alemania","Capacidad aérea","Total asientos","Plataforma de Big Data para Destinos Inteligentes - Mabrian","2019","","160670"
"Big Data","Francia","Capacidad aérea","Total asientos","Plataforma de Big Data para Destinos Inteligentes - Mabrian","2019","","100953"
"Big Data","Reino Unido","Capacidad aérea","Total asientos","Plataforma de Big Data para Destinos Inteligentes - Mabrian","2019","","91250"
"Big Data","Países Bajos","Capacidad aérea","Total asientos","Plataforma de Big Data para Destinos Inteligentes - Mabrian","2019","","76402"
"Certificación de Turismo Sostenible","Bogotá","Establecimientos gastronómicos y bares","Numero establecimientos","Ministerio de Comercio, Industria y Turismo","2019","","6"
"Certificación de Turismo Sostenible","Bogotá","Empresas de transporte terrestre","Numero establecimientos","Ministerio de Comercio, Industria y Turismo","2019","","10"
"Certificación de Turismo Sostenible","Bogotá","Sedes para eventos, congresos, ferias y convenciones","Numero establecimientos","Ministerio de Comercio, Industria y Turismo","2019","","11"
"Certificación de Turismo Sostenible","Bogotá","Establecimientos de alojamiento","Numero establecimientos","Ministerio de Comercio, Industria y Turismo","2019","","63"
"Certificación de Turismo Sostenible","Bogotá","Agencias de viajes","Numero establecimientos","Ministerio de Comercio, Industria y Turismo","2019","","96"
"Índice de Presión Turística","índice","índice","índice","Observatorio de Turismo","2019","","1.6"
"Índice de Presión Turística","índice","índice","índice","Observatorio de Turismo","2020","","0.5"
"Generación de empleo turismo","Empleo Turismo Bogotá","Trimestral","","Departamento Administrativo Nacional de Estadística- DANE, Gran Encuesta Integrada de Hogares- GEIH. Corte marzo 2020","2007","TRIM I","150476"
"Generación de empleo turismo","Empleo Turismo Bogotá","Trimestral","","Departamento Administrativo Nacional de Estadística- DANE, Gran Encuesta Integrada de Hogares- GEIH. Corte marzo 2020","2007","TRIM II","176527"
"Generación de empleo turismo","Empleo Turismo Bogotá","Trimestral","","Departamento Administrativo Nacional de Estadística- DANE, Gran Encuesta Integrada de Hogares- GEIH. Corte marzo 2020","2007","TRIM III","213839"
"Generación de empleo turismo","Empleo Turismo Bogotá","Trimestral","","Departamento Administrativo Nacional de Estadística- DANE, Gran Encuesta Integrada de Hogares- GEIH. Corte marzo 2020","2007","TRIM IV","208100"
"Generación de empleo turismo","Empleo Turismo Bogotá","Trimestral","","Departamento Administrativo Nacional de Estadística- DANE, Gran Encuesta Integrada de Hogares- GEIH. Corte marzo 2020","2008","TRIM I","202111"
"Generación de empleo turismo","Empleo Turismo Bogotá","Trimestral","","Departamento Administrativo Nacional de Estadística- DANE, Gran Encuesta Integrada de Hogares- GEIH. Corte marzo 2020","2008","TRIM II","194727"
"Generación de empleo turismo","Empleo Turismo Bogotá","Trimestral","","Departamento Administrativo Nacional de Estadística- DANE, Gran Encuesta Integrada de Hogares- GEIH. Corte marzo 2020","2008","TRIM III","212254"
"Generación de empleo turismo","Empleo Turismo Bogotá","Trimestral","","Departamento Administrativo Nacional de Estadística- DANE, Gran Encuesta Integrada de Hogares- GEIH. Corte marzo 2020","2008","TRIM IV","224749"
"Generación de empleo turismo","Empleo Turismo Bogotá","Trimestral","","Departamento Administrativo Nacional de Estadística- DANE, Gran Encuesta Integrada de Hogares- GEIH. Corte marzo 2020","2009","TRIM I","213999"
"Generación de empleo turismo","Empleo Turismo Bogotá","Trimestral","","Departamento Administrativo Nacional de Estadística- DANE, Gran Encuesta Integrada de Hogares- GEIH. Corte marzo 2020","2009","TRIM II","190246"
"Generación de empleo turismo","Empleo Turismo Bogotá","Trimestral","","Departamento Administrativo Nacional de Estadística- DANE, Gran Encuesta Integrada de Hogares- GEIH. Corte marzo 2021","2009","TRIM III","200784"
"Generación de empleo turismo","Empleo Turismo Bogotá","Trimestral","","Departamento Administrativo Nacional de Estadística- DANE, Gran Encuesta Integrada de Hogares- GEIH. Corte marzo 2022","2009","TRIM IV","207769"
"Generación de empleo turismo","Empleo Turismo Bogotá","Trimestral","","Departamento Administrativo Nacional de Estadística- DANE, Gran Encuesta Integrada de Hogares- GEIH. Corte marzo 2023","2010","TRIM I","230683"
"Generación de empleo turismo","Empleo Turismo Bogotá","Trimestral","","Departamento Administrativo Nacional de Estadística- DANE, Gran Encuesta Integrada de Hogares- GEIH. Corte marzo 2024","2010","TRIM II","229379"
"Generación de empleo turismo","Empleo Turismo Bogotá","Trimestral","","Departamento Administrativo Nacional de Estadística- DANE, Gran Encuesta Integrada de Hogares- GEIH. Corte marzo 2025","2010","TRIM III","216299"
"Generación de empleo turismo","Empleo Turismo Bogotá","Trimestral","","Departamento Administrativo Nacional de Estadística- DANE, Gran Encuesta Integrada de Hogares- GEIH. Corte marzo 2026","2010","TRIM IV","215547"
"Generación de empleo turismo","Empleo Turismo Bogotá","Trimestral","","Departamento Administrativo Nacional de Estadística- DANE, Gran Encuesta Integrada de Hogares- GEIH. Corte marzo 2027","2011","TRIM I","239766"
"Generación de empleo turismo","Empleo Turismo Bogotá","Trimestral","","Departamento Administrativo Nacional de Estadística- DANE, Gran Encuesta Integrada de Hogares- GEIH. Corte marzo 2028","2011","TRIM II","241404"
"Generación de empleo turismo","Empleo Turismo Bogotá","Trimestral","","Departamento Administrativo Nacional de Estadística- DANE, Gran Encuesta Integrada de Hogares- GEIH. Corte marzo 2029","2011","TRIM III","263844"
"Generación de empleo turismo","Empleo Turismo Bogotá","Trimestral","","Departamento Administrativo Nacional de Estadística- DANE, Gran Encuesta Integrada de Hogares- GEIH. Corte marzo 2030","2011","TRIM IV","245937"
"Generación de empleo turismo","Empleo Turismo Bogotá","Trimestral","","Departamento Administrativo Nacional de Estadística- DANE, Gran Encuesta Integrada de Hogares- GEIH. Corte marzo 2031","2012","TRIM I","263313"
"Generación de empleo turismo","Empleo Turismo Bogotá","Trimestral","","Departamento Administrativo Nacional de Estadística- DANE, Gran Encuesta Integrada de Hogares- GEIH. Corte marzo 2032","2012","TRIM II","272759"
"Generación de empleo turismo","Empleo Turismo Bogotá","Trimestral","","Departamento Administrativo Nacional de Estadística- DANE, Gran Encuesta Integrada de Hogares- GEIH. Corte marzo 2033","2012","TRIM III","288813"
"Generación de empleo turismo","Empleo Turismo Bogotá","Trimestral","","Departamento Administrativo Nacional de Estadística- DANE, Gran Encuesta Integrada de Hogares- GEIH. Corte marzo 2034","2012","TRIM IV","287181"
"Generación de empleo turismo","Empleo Turismo Bogotá","Trimestral","","Departamento Administrativo Nacional de Estadística- DANE, Gran Encuesta Integrada de Hogares- GEIH. Corte marzo 2035","2013","TRIM I","235271"
"Generación de empleo turismo","Empleo Turismo Bogotá","Trimestral","","Departamento Administrativo Nacional de Estadística- DANE, Gran Encuesta Integrada de Hogares- GEIH. Corte marzo 2036","2013","TRIM II","265146"
"Generación de empleo turismo","Empleo Turismo Bogotá","Trimestral","","Departamento Administrativo Nacional de Estadística- DANE, Gran Encuesta Integrada de Hogares- GEIH. Corte marzo 2037","2013","TRIM III","269091"
"Generación de empleo turismo","Empleo Turismo Bogotá","Trimestral","","Departamento Administrativo Nacional de Estadística- DANE, Gran Encuesta Integrada de Hogares- GEIH. Corte marzo 2038","2013","TRIM IV","260587"
"Generación de empleo turismo","Empleo Turismo Bogotá","Trimestral","","Departamento Administrativo Nacional de Estadística- DANE, Gran Encuesta Integrada de Hogares- GEIH. Corte marzo 2039","2014","TRIM I","278582"
"Generación de empleo turismo","Empleo Turismo Bogotá","Trimestral","","Departamento Administrativo Nacional de Estadística- DANE, Gran Encuesta Integrada de Hogares- GEIH. Corte marzo 2040","2014","TRIM II","283108"
"Generación de empleo turismo","Empleo Turismo Bogotá","Trimestral","","Departamento Administrativo Nacional de Estadística- DANE, Gran Encuesta Integrada de Hogares- GEIH. Corte marzo 2041","2014","TRIM III","259910"
"Generación de empleo turismo","Empleo Turismo Bogotá","Trimestral","","Departamento Administrativo Nacional de Estadística- DANE, Gran Encuesta Integrada de Hogares- GEIH. Corte marzo 2042","2014","TRIM IV","251877"
"Generación de empleo turismo","Empleo Turismo Bogotá","Trimestral","","Departamento Administrativo Nacional de Estadística- DANE, Gran Encuesta Integrada de Hogares- GEIH. Corte marzo 2043","2015","TRIM I","295818"
"Generación de empleo turismo","Empleo Turismo Bogotá","Trimestral","","Departamento Administrativo Nacional de Estadística- DANE, Gran Encuesta Integrada de Hogares- GEIH. Corte marzo 2044","2015","TRIM II","272172"
"Generación de empleo turismo","Empleo Turismo Bogotá","Trimestral","","Departamento Administrativo Nacional de Estadística- DANE, Gran Encuesta Integrada de Hogares- GEIH. Corte marzo 2045","2015","TRIM III","285582"
"Generación de empleo turismo","Empleo Turismo Bogotá","Trimestral","","Departamento Administrativo Nacional de Estadística- DANE, Gran Encuesta Integrada de Hogares- GEIH. Corte marzo 2046","2015","TRIM IV","254447"
"Generación de empleo turismo","Empleo Turismo Bogotá","Trimestral","","Departamento Administrativo Nacional de Estadística- DANE, Gran Encuesta Integrada de Hogares- GEIH. Corte marzo 2047","2016","TRIM I","260807"
"Generación de empleo turismo","Empleo Turismo Bogotá","Trimestral","","Departamento Administrativo Nacional de Estadística- DANE, Gran Encuesta Integrada de Hogares- GEIH. Corte marzo 2048","2016","TRIM II","270161"
"Generación de empleo turismo","Empleo Turismo Bogotá","Trimestral","","Departamento Administrativo Nacional de Estadística- DANE, Gran Encuesta Integrada de Hogares- GEIH. Corte marzo 2049","2016","TRIM III","277395"
"Generación de empleo turismo","Empleo Turismo Bogotá","Trimestral","","Departamento Administrativo Nacional de Estadística- DANE, Gran Encuesta Integrada de Hogares- GEIH. Corte marzo 2050","2016","TRIM IV","270716"
"Generación de empleo turismo","Empleo Turismo Bogotá","Trimestral","","Departamento Administrativo Nacional de Estadística- DANE, Gran Encuesta Integrada de Hogares- GEIH. Corte marzo 2051","2017","TRIM I","268366"
"Generación de empleo turismo","Empleo Turismo Bogotá","Trimestral","","Departamento Administrativo Nacional de Estadística- DANE, Gran Encuesta Integrada de Hogares- GEIH. Corte marzo 2052","2017","TRIM II","253547"
"Generación de empleo turismo","Empleo Turismo Bogotá","Trimestral","","Departamento Administrativo Nacional de Estadística- DANE, Gran Encuesta Integrada de Hogares- GEIH. Corte marzo 2053","2017","TRIM III","277609"
"Generación de empleo turismo","Empleo Turismo Bogotá","Trimestral","","Departamento Administrativo Nacional de Estadística- DANE, Gran Encuesta Integrada de Hogares- GEIH. Corte marzo 2054","2017","TRIM IV","299912"
"Generación de empleo turismo","Empleo Turismo Bogotá","Trimestral","","Departamento Administrativo Nacional de Estadística- DANE, Gran Encuesta Integrada de Hogares- GEIH. Corte marzo 2055","2018","TRIM I","358585"
"Generación de empleo turismo","Empleo Turismo Bogotá","Trimestral","","Departamento Administrativo Nacional de Estadística- DANE, Gran Encuesta Integrada de Hogares- GEIH. Corte marzo 2056","2018","TRIM II","302969"
"Generación de empleo turismo","Empleo Turismo Bogotá","Trimestral","","Departamento Administrativo Nacional de Estadística- DANE, Gran Encuesta Integrada de Hogares- GEIH. Corte marzo 2057","2018","TRIM III","310424"
"Generación de empleo turismo","Empleo Turismo Bogotá","Trimestral","","Departamento Administrativo Nacional de Estadística- DANE, Gran Encuesta Integrada de Hogares- GEIH. Corte marzo 2058","2018","TRIM IV","291208"
"Generación de empleo turismo","Empleo Turismo Bogotá","Trimestral","","Departamento Administrativo Nacional de Estadística- DANE, Gran Encuesta Integrada de Hogares- GEIH. Corte marzo 2059","2019","TRIM I","285219"
"Generación de empleo turismo","Empleo Turismo Bogotá","Trimestral","","Departamento Administrativo Nacional de Estadística- DANE, Gran Encuesta Integrada de Hogares- GEIH. Corte marzo 2060","2019","TRIM II","297634"
"Generación de empleo turismo","Empleo Turismo Bogotá","Trimestral","","Departamento Administrativo Nacional de Estadística- DANE, Gran Encuesta Integrada de Hogares- GEIH. Corte marzo 2061","2019","TRIM III","285511"
"Generación de empleo turismo","Empleo Turismo Bogotá","Trimestral","","Departamento Administrativo Nacional de Estadística- DANE, Gran Encuesta Integrada de Hogares- GEIH. Corte marzo 2062","2019","TRIM IV","284955"
"Generación de empleo turismo","Empleo Turismo Bogotá","Trimestral","","Departamento Administrativo Nacional de Estadística- DANE, Gran Encuesta Integrada de Hogares- GEIH. Corte marzo 2063","2020","TRIM I","328608"
"Generación de empleo turismo","Empleo Turismo Bogotá","Trimestral","","Departamento Administrativo Nacional de Estadística- DANE, Gran Encuesta Integrada de Hogares- GEIH. Corte marzo 2064","2020","TRIM II","201626"
"Generación de empleo turismo","Empleo Turismo Bogotá","Trimestral","","Departamento Administrativo Nacional de Estadística- DANE, Gran Encuesta Integrada de Hogares- GEIH. Corte marzo 2065","2020","TRIM III","208851"
"Generación de empleo turismo","Empleo Turismo Bogotá","Trimestral","","Departamento Administrativo Nacional de Estadística- DANE, Gran Encuesta Integrada de Hogares- GEIH. Corte marzo 2066","2020","TRIM IV","221201"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2008","Enero","52.8%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2008","Febrero","73.5%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2008","Marzo","59.1%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2008","Abril","69.1%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2008","Mayo","62.6%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2008","Junio","66.5%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2008","Julio","68.1%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2008","Agosto","67.4%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2008","Septiembre","68.5%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2008","Octubre","70.5%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2008","Noviembre","66.6%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2008","Diciembre","47.0%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2009","Enero","47.2%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2009","Febrero","65.4%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2009","Marzo","62.7%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2009","Abril","53.8%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2009","Mayo","55.8%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2009","Junio","59.9%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2009","Julio","62.0%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2009","Agosto","63.5%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2009","Septiembre","66.0%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2009","Octubre","65.7%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2009","Noviembre","67.9%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2009","Diciembre","48.0%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2010","Enero","48.2%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2010","Febrero","66.9%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2010","Marzo","66.0%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2010","Abril","60.8%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2010","Mayo","59.0%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2010","Junio","60.7%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2010","Julio","60.8%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2010","Agosto","64.1%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2010","Septiembre","64.7%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2010","Octubre","63.7%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2010","Noviembre","69.8%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2010","Diciembre","49.0%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2011","Enero","49.6%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2011","Febrero","66.4%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2011","Marzo","66.7%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2011","Abril","55.9%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2011","Mayo","69.9%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2011","Junio","65.6%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2011","Julio","63.7%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2011","Agosto","67.6%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2011","Septiembre","66.2%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2011","Octubre","63.9%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2011","Noviembre","70.5%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2011","Diciembre","47.9%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2012","Enero","47.9%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2012","Febrero","65.9%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2012","Marzo","62.8%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2012","Abril","55.9%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2012","Mayo","62.1%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2012","Junio","59.5%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2012","Julio","55.2%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2012","Agosto","58.4%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2012","Septiembre","62.6%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2012","Octubre","63.6%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2012","Noviembre","62.7%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2012","Diciembre","46.4%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2013","Enero","45.3%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2013","Febrero","64.2%"
